refs,hyps,same_indices,random_indices,same_index_bleu1,different_index_bleu1,same_index_bleu2,different_index_bleu2,same_index_bleu3,different_index_bleu3,same_index_bleu4,different_index_bleu4,same_index_rouge,different_index_rouge,same_index_bert,different_index_bert,same_index_bleurt,different_index_bleurt
das wetter in teilen europas wird in den kommenden beiden tagen bestimmt von einem umfangreichen tiefdruckgebiet .,"{'08November_2010_Monday_tagesschau-6922', 'deutschland liegt in der zweiten wochenhälfte unter tiefdruckeinfluss .'}","(509, 509)","[515, 83]",9.135828677937498,8.022421231999708,0.0,0.0,0.0,0.0,0.0,0.0,13.11591634172839,11.167077483660712,73.06585907936096,63.99250626564026,0.4050282835960388,0.12076922506093979
an der ostseeküste heute nacht minus zwei am alpenrand bis minus fünfzehn grad .,"{'13December_2010_Monday_tagesschau-6940', 'an der ostsee heute nacht minus zwei am alpenrand bis minus fünfzehn grad .'}","(510, 510)","[610, 341]",92.85714285714283,4.690490839802005,88.64052604279179,0.0,83.83820492034592,0.0,80.91067115702207,0.0,92.85714285709285,9.46029776675982,95.53747177124023,66.29802584648132,0.8310437798500061,0.20001673698425293
am freitag beruhigt sich das wetter wieder .,"{'13December_2010_Monday_tagesschau-6944', 'am freitag beruhigt sich das wetter dann wieder .'}","(511, 511)","[583, 558]",88.8888888888889,9.090909090909093,81.6496580927726,0.0,72.49202486685948,0.0,66.06328636027612,0.0,93.4730056405521,10.027472527418132,98.46442937850952,68.56153011322021,0.8333338499069214,0.23319995403289795
in den übrigen gebieten viel sonne und nur ein paar lockere wolken .,"{'01June_2011_Wednesday_tagesschau-6952', 'im übrigen land viel sonne und meist nur lockere wolken .'}","(512, 512)","[20, 343]",60.63657586001311,12.500000000000002,44.96928821556907,0.0,33.46203070512843,0.0,0.0,0.0,65.75963718817684,13.971742543103133,88.12752366065979,71.23926281929016,0.7316513657569885,0.4767366647720337
am tag halten sich über dem südosten dichte wolken aus denen ein paar schneeflocken fallen .,"{'15December_2009_Tuesday_tagesschau-6963', 'in der südosthälfte bleibt es morgen meist bewölkt gebietsweise schneit es etwas .'}","(513, 513)","[53, 137]",6.107097367830394,21.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,6.753535674531798,22.80858676201238,70.90229392051697,69.80258226394653,0.5808730721473694,0.40730947256088257
und es wird auch wieder schneien oberhalb von dreihundert metern meist so am nachmittag kräftig vom saarland bis nach berlin hoch .,"{'24January_2011_Monday_heute-6981', 'es wird wieder schneien oberhalb von dreihundert metern am nachmittag dann regenschauer und gewitter die ziehen richtung berlin .'}","(514, 514)","[266, 520]",58.42745080582083,2.7891270018553733,44.04887592401746,0.0,33.908036278385275,0.0,28.10826854659323,0.0,57.919689267116205,5.451127819559274,81.68103098869324,68.46321821212769,0.3120397627353668,0.2815791666507721
und nun die wettervorhersage für morgen mittwoch den neunzehnten januar .,"{'18January_2011_Tuesday_tagesschau-6987', 'und nun die wettervorhersage für morgen mittwoch den neunzehnten januar .'}","(515, 515)","[20, 261]",100.00000000000004,11.031211282307444,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,11.684125705039227,100.0,65.8195972442627,1.0078864097595215,0.24688735604286194
die sonne kann sich gegen die wolken nur selten durchsetzen .,"{'18January_2011_Tuesday_tagesschau-6989', 'die sonne lässt sich nur selten blicken die wolken sind meist stark bewölkt .'}","(516, 516)","[602, 434]",57.14285714285717,4.965853037914096,36.31365196012816,0.0,0.0,0.0,0.0,0.0,46.67484662569982,6.578724843565785,82.04066157341003,63.58937621116638,0.4151816964149475,0.15037882328033447
auch im süden gibt es eine menge wolken oder nebel aber regen fällt dort nur selten .,"{'17January_2011_Monday_tagesschau-7005', 'auch im süden gibt es viele wolken oder nebelfelder aber regen fällt dort kaum .'}","(517, 517)","[230, 93]",70.01386552343577,9.942659075715216,59.17251633712197,0.0,49.02906364540521,0.0,40.07271049288471,0.0,74.42084942081291,10.4684788894928,91.77530407905579,70.87334990501404,0.7518222332000732,0.2324276566505432
richtung bodensee kann es bis ins flachland schneien .,"{'am bodensee kann es anfangs auch schneien .', '29November_2009_Sunday_tagesschau-7044'}","(518, 518)","[561, 117]",55.156056411537236,8.333333333333332,45.673553902495044,0.0,31.306211647069624,0.0,0.0,0.0,58.42062852534542,8.333333333283333,85.15222668647766,66.0302221775055,0.573472261428833,0.28144383430480957
im äußersten südosten sowie zwischen nordsee und mosel ist es meist trocken .,"{'29November_2009_Sunday_tagesschau-7045', 'im übrigen land bleibt es noch weitgehend trocken .'}","(519, 519)","[425, 249]",28.496906152442428,9.090909090909093,15.112766687421516,0.0,0.0,0.0,0.0,0.0,34.1763499658126,9.09090909085909,78.72387170791626,67.13907122612,0.5880065560340881,0.13865351676940918
aber erst muss noch mit regenfällen und gewittern gerechnet werden die besonders im süden und osten unwetterartig sein können .,"{'25August_2009_Tuesday_tagesschau-7085', 'dabei gibt es schauer und gewitter die vor allem in der südosthälfte deutschlands kräftig sein können .'}","(520, 520)","[338, 204]",24.65363036538235,7.142857142857142,16.072200637497772,0.0,11.30159507630186,0.0,0.0,0.0,26.67854100515629,7.70303241543358,74.86750483512878,65.66800475120544,0.48128384351730347,0.22696062922477722
der deutsche wetterdienst hat entsprechende warnungen herausgegeben .,"{'es gelten entsprechende warnungen des deutschen wetterdienstes .', '25August_2009_Tuesday_tagesschau-7086'}","(521, 521)","[386, 165]",37.5,12.500000000000002,23.145502494313785,0.0,0.0,0.0,0.0,0.0,37.499999999950006,13.893495485466042,87.82857656478882,67.9432213306427,0.7689501643180847,0.4238157272338867
heute nacht temperaturen von zehn grad in der eifel bis achtzehn in der lausitz .,"{'25August_2009_Tuesday_tagesschau-7092', 'heute nacht temperaturen von zehn grad in der eifel bis achtzehn in der lausitz .'}","(522, 522)","[488, 122]",100.00000000000004,23.076923076923073,100.00000000000004,13.867504905630724,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,25.632262474298496,100.0,76.37993097305298,0.9263513088226318,0.3242117762565613
richtung südwesten und nordosten lässt sich die sonne auch mal blicken .,"{'hier und da zeigt sich auch mal die sonne .', '07December_2009_Monday_tagesschau-7103'}","(523, 523)","[302, 398]",57.31115271545876,3.6576998645322836,32.29117637391049,0.0,0.0,0.0,0.0,0.0,44.721407624603366,5.824986821305449,79.31326627731323,61.18624210357666,0.646800696849823,0.17629751563072205
und nun die wettervorhersage für morgen donnerstag den einunddreißigsten märz .,"{'30March_2011_Wednesday_tagesschau-7125', 'und nun die wettervorhersage für morgen donnerstag den einunddreißigsten märz .'}","(524, 524)","[33, 591]",100.00000000000004,3.8493840027736157,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,5.083690151810546,100.0,63.03691864013672,0.9444429278373718,0.11636535823345184
am tag zwölf grad an der ostsee und bis zwanzig grad in niederbayern .,"{'01May_2010_Saturday_tagesschau-7194', 'am tag zwölf grad an der ostsee und bis zwanzig grad in niederbayern .'}","(525, 525)","[552, 17]",100.00000000000004,16.13480348593598,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,20.31063321385475,100.0,68.14693212509155,0.9424917697906494,0.17103737592697144
auch am montag mehr wolken als sonne teilweise regnet es länger und kräftig auch gewitter sind dabei .,"{'auch am montag mehr wolken als sonne verbreitet regnet es mitunter kräftig auch gewitter sind mit dabei .', '01May_2010_Saturday_tagesschau-7195'}","(526, 526)","[251, 359]",83.33333333333334,10.916410041039759,73.43130710225098,0.0,61.789335545,0.0,52.954738785086846,0.0,83.33333333328333,11.92570869987219,91.37965440750122,62.53925561904907,0.6805879473686218,0.15098093450069427
dazwischen ist es freundlicher .,"{'04July_2010_Sunday_tagesschau-7205', 'in der südhälfte ist es zum teil freundlich .'}","(527, 527)","[327, 214]",33.333333333333336,0.43745762456469894,20.412414523193153,0.0,0.0,0.0,0.0,0.0,37.23653395778134,6.427358719384058,80.93345761299133,66.10751152038574,0.47098952531814575,0.10845451802015305
abseits der gewittern weht der wind schwach bis mäßig an der küste frisch .,"{'bei gewittern weht der wind schwach bis mäßig an der küste auch frisch .', '04July_2010_Sunday_tagesschau-7206'}","(528, 528)","[547, 613]",85.7142857142857,7.05401437408845,81.19979429411501,0.0,76.03371308769859,0.0,72.72454093000138,0.0,85.7142857142357,7.60286225399182,93.41774582862854,64.91478681564331,0.5583600401878357,0.10273253917694092
samstag und sonntag ändert sich an diesem wetter noch wenig .,"{'ähnliches wetter dann auch am wochenende .', '29September_2011_Thursday_tagesschau-7236'}","(529, 529)","[141, 478]",16.13480348593598,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,20.31063321385475,7.3695535233439164,74.17202591896057,62.63083815574646,0.4644131660461426,0.2022152543067932
es kann noch leicht schneien in den nächsten stunden in sachsen oder auch am alpenrand und in bayern .,"{'es kann ein bisschen schneien am ehesten noch in sachsen und am alpenrand im bayerischen wald .', '24January_2013_Thursday_heute-7259'}","(530, 530)","[202, 66]",52.2946920825162,16.601831205132044,29.524510561170228,0.0,0.0,0.0,0.0,0.0,44.172612979914355,17.325923504372444,84.36523079872131,68.80345344543457,0.5909793972969055,0.20575541257858276
es bleibt noch mal kalt am samstag knackig bis höchsttemperaturen minus zehn grad .,"{'24January_2013_Thursday_heute-7266', 'am samstag wird es kalt bei bis zu minus zehn grad .'}","(531, 531)","[272, 107]",63.48612936679603,13.468741803313245,44.206066343488196,0.0,32.10237089716701,0.0,23.6181893620228,0.0,53.22003577814209,16.740217711085656,79.9215018749237,69.58465576171875,0.7060067653656006,0.26479461789131165
die schauer und gewitter im norden klingen in der nacht ab an den alpen fallen noch ein paar regentropfen stellenweise bildet sich nebel .,"{'26April_2010_Monday_tagesschau-7272', 'im norden regnet es heute nacht ab und an an an den alpen regnet es stellenweise etwas hier und da bildet sich nebel .'}","(532, 532)","[331, 185]",54.16666666666666,6.250000000000001,40.602348757648016,0.0,28.222812867461478,0.0,18.088201962129947,0.0,49.99999999995,6.868131868063471,77.73289680480957,61.95587515830994,0.49492108821868896,0.14828833937644958
und nun die wettervorhersage für morgen freitag den fünfundzwanzigsten juni .,"{'und nun die wettervorhersage für morgen freitag den fünfundzwanzigsten juni .', '24June_2010_Thursday_tagesschau-7300'}","(533, 533)","[307, 292]",100.00000000000004,5.4936719183370295,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,6.520102394204938,100.0,59.01275277137756,1.0005996227264404,0.15025322139263153
am montag ist es meist stark bewölkt hier und da regnet es .,"{'27November_2009_Friday_tagesschau-7340', 'am montag ist es meist stark bewölkt hier und da regnet es etwas .'}","(534, 534)","[433, 300]",92.85714285714283,20.98035683815513,88.64052604279179,0.0,86.83493185643985,0.0,85.5526185871245,0.0,96.0331916615501,27.957508450025365,97.88328409194946,65.52085876464844,0.8389239311218262,0.25729846954345703
im bergland zum teil schnee an den alpen auch für längere zeit regen oder schnee .,"{'27November_2009_Friday_tagesschau-7341', 'auf den bergen fällt schnee an den alpen auch regen .'}","(535, 535)","[600, 392]",40.39231756892701,6.023884238244039,32.02403785058928,0.0,27.89168688585216,0.0,24.22364216174946,0.0,48.627234199363066,10.02747252748189,81.72582387924194,65.07103443145752,0.37745922803878784,0.037296734750270844
am dienstag wechselhaftes wetter .,"{'am dienstag weiterhin wechselhaftes wetter .', '27November_2009_Friday_tagesschau-7342'}","(536, 536)","[14, 636]",83.33333333333334,9.090909090909093,70.71067811865471,0.0,49.99999999999999,0.0,0.0,0.0,89.44281524920247,9.805825242653109,95.54012417793274,65.5196487903595,0.8276353478431702,0.13051871955394745
besonders in der südwesthälfte bildet sich nebel richtung nordosten auch wolkenlücken .,"{'06February_2010_Saturday_tagesschau-7362', 'im süden und südwesten bildet sich stellenweise nebel richtung nordosten lockert es auch mal auf .'}","(537, 537)","[235, 465]",43.74999999999999,6.107097367830394,29.580398915498076,0.0,18.420157493201934,0.0,0.0,0.0,48.07692307685468,6.753535674531798,75.67312121391296,67.00243949890137,0.41545408964157104,0.17275100946426392
am alpenrand gibt es auch morgen noch leichten schneefall .,"{'die schneefallgrenze sinkt weiter in den nächsten tagen .', '06February_2010_Saturday_tagesschau-7363'}","(538, 538)","[92, 227]",9.942659075715216,6.285394724636762,0.0,0.0,0.0,0.0,0.0,0.0,10.4684788894928,8.284620883973593,75.59264898300171,62.96680569648743,0.3255627751350403,0.11696375906467438
der wind weht meist schwach aus ost bis nordost .,"{'06February_2010_Saturday_tagesschau-7365', 'der wind weht meist schwach und kommt aus nord bis nordwest .'}","(539, 539)","[600, 300]",66.66666666666669,4.931939278832129,49.23659639173309,0.0,41.74128044846464,0.0,35.65506208559251,0.0,71.5542521993491,9.120345385870996,90.69576859474182,65.5370831489563,0.7666345238685608,0.10345878452062607
morgen reichen die temperaturen von zweiundzwanzig grad an der ostsee bis zweiunddreißig grad am oberrhein .,"{'morgen temperaturen von zweiundzwanzig grad an der ostsee bis dreiunddreißig grad am oberrhein .', '27June_2010_Sunday_tagesschau-7392'}","(540, 540)","[542, 39]",80.49580497680256,28.57142857142857,73.26455453039866,0.0,67.6942061413788,0.0,61.88604784965421,0.0,85.90643274850247,30.411449016037423,95.70914506912231,77.19730138778687,0.7129058837890625,0.2147802859544754
guten abend liebe zuschauer .,"{'guten abend liebe zuschauer .', '04January_2010_Monday_heute-7395'}","(541, 541)","[240, 32]",100.00000000000004,15.806680330494807,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,13.132607303005392,99.99997019767761,65.72825312614441,0.9707947373390198,0.18736939132213593
am samstag meist freundlich und überwiegend trocken .,"{'am samstag meist freundlich und trocken .', '29July_2010_Thursday_tagesschau-7420'}","(542, 542)","[103, 279]",86.6877899750182,3.678794411714424,79.13476338264611,0.0,68.80414449957114,0.0,61.29752413741059,0.0,92.5146198830054,5.555555555562963,97.68538475036621,70.47998309135437,0.8312510251998901,0.2033531665802002
dichte wolken und gebietsweise schauer gibt es nur im nordwesten .,"{'abseits der wolken gibt es einzelne schauer nur im nordwesten .', '29July_2010_Thursday_tagesschau-7421'}","(543, 543)","[510, 72]",72.7272727272727,6.650448426457306,53.93598899705937,0.0,40.13422919391943,0.0,29.982213893423374,0.0,63.63636363631363,6.880209184464527,85.79784035682678,64.76821303367615,0.48023509979248047,0.12639251351356506
auch ein paar schneeflocken sind dabei .,"{'die schneefallgrenze sinkt weiter in den nächsten tagen .', '15February_2011_Tuesday_tagesschau-7473'}","(544, 544)","[175, 102]",11.111111111111109,22.185250443644115,0.0,0.0,0.0,0.0,0.0,0.0,12.126865671574393,17.11493718003973,75.7769763469696,65.26638865470886,0.21053333580493927,0.2999562919139862
am tag ist es meist stark bewölkt oder neblig trüb .,"{'am tag ist es meist stark bewölkt oder neblig trüb .', '15February_2011_Tuesday_tagesschau-7474'}","(545, 545)","[207, 500]",100.00000000000004,16.666666666666668,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,18.518518518459263,99.99999403953552,72.47967720031738,0.9609407782554626,0.33741486072540283
heute nacht elf grad in niederbayern und bis ein grad in den nördlichen mittelgebirgen .,"{'heute nacht elf grad in südostbayern und ein grad im nordwesten .', '28May_2010_Friday_tagesschau-7501'}","(546, 546)","[354, 244]",58.410058730355345,7.581633246407919,45.47216904999418,0.0,36.4205353527308,0.0,30.238706547866272,0.0,65.07936507933955,9.28571428570645,85.25084257125854,65.06304740905762,0.599990725517273,0.19199517369270325
deutschland liegt zwischen einem tief bei irland und einem mittelmeerhoch .,"{'deutschland liegt weiterhin zwischen einem atlantikhoch und einem tief über island .', '13July_2009_Monday_tagesschau-7507'}","(547, 547)","[332, 47]",66.66666666666669,16.666666666666668,49.23659639173309,0.0,0.0,0.0,0.0,0.0,60.64073226538829,17.88856304978898,80.93768954277039,64.43777084350586,0.5577870011329651,0.18289925158023834
das hoch lenkt schwül heiße luft in den südosten das tief nur mäßig warme meeresluft in den nordwesten .,"{'13July_2009_Monday_tagesschau-7508', 'sonst überwiegend schwacher wind aus unterschiedlichen richtungen im nordwesten weht er mäßig bis frisch im südwesten auch stark böig .'}","(548, 548)","[375, 401]",15.0,27.468359591685154,0.0,18.145001158743884,0.0,0.0,0.0,0.0,10.24295040037584,32.60051197107588,71.68397307395935,68.88354420661926,0.28417372703552246,0.15534138679504395
an der luftmassengrenze kommt es zu teilweise starken und gewittrigen regenfällen .,"{'13July_2009_Monday_tagesschau-7509', 'im bergland sind zum teil heftige gewitter unterwegs .'}","(549, 549)","[581, 454]",7.961459006375435,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,9.157509157490464,8.662961752148677,72.1552848815918,63.15900683403015,0.38175973296165466,0.15166066586971283
und die breiten sich heute nacht von rheinland pfalz und baden württemberg bis nach thüringen aus .,"{'13July_2009_Monday_tagesschau-7510', 'heute nacht fünfzehn grad im allgäu bis null grad in teilen thüringens und thüringens .'}","(550, 550)","[529, 231]",29.17244396809825,8.067401742967988,13.504217492576947,0.0,0.0,0.0,0.0,0.0,24.806949806913313,10.155316606925242,69.38271522521973,67.99835562705994,0.17453981935977936,0.13243936002254486
am freitag ist es in der nähe der küsten und ganz im süden teilweise stark bewölkt .,"{'23September_2009_Wednesday_tagesschau-7589', 'am freitag ist es an den küsten sowie ganz im süden teilweise stark bewölkt .'}","(551, 551)","[541, 27]",70.01386552343577,3.3059777644317307,62.76193134277607,0.0,57.04450096909639,0.0,51.00714853814581,0.0,74.42084942081291,7.703032415486078,94.52084302902222,65.6945288181305,0.8064568638801575,0.1360752135515213
sonst ist es recht freundlich .,"{'23September_2009_Wednesday_tagesschau-7590', 'sonst wird es morgen vorübergehend freundlicher .'}","(552, 552)","[641, 572]",42.85714285714285,24.76793999286233,0.0,0.0,0.0,0.0,0.0,0.0,45.61717352408751,26.432748537976142,87.272047996521,65.64346551895142,0.44622087478637695,0.21943120658397675
ansonsten wird es überwiegend freundlich .,"{'14March_2011_Monday_tagesschau-7600', 'aber sonst wird es recht freundlich .'}","(553, 553)","[28, 11]",57.14285714285717,9.523809523809524,43.64357804719849,0.0,0.0,0.0,0.0,0.0,60.822898032137594,10.204081632614031,90.36585092544556,68.42782497406006,0.8126638531684875,0.15872862935066223
vor allem im süden können die gewitter unwetterartig ausfallen .,"{'03June_2011_Friday_tagesschau-7644', 'vor allem in der südhälfte muss mit gewittern gerechnet werden die unwetterartig sein können .'}","(554, 554)","[404, 214]",40.0,18.321292103491178,16.90308509457033,0.0,0.0,0.0,0.0,0.0,37.14285714278808,20.26060702364986,81.16436004638672,63.8288676738739,0.7531070113182068,0.21203716099262238
dabei breiten sich heute nacht von nordwesten regenfälle bis in die mitte aus .,"{'03October_2012_Wednesday_tagesschau-7654', 'heute nacht verlagert sich der regen von nordwesten in die mitte .'}","(555, 555)","[424, 24]",63.48612936679603,13.333333333333334,44.206066343488196,0.0,25.47966866641813,0.0,0.0,0.0,60.822898032167124,14.704632384121577,81.20940923690796,63.092827796936035,0.6598958373069763,0.17915737628936768
und nun die wettervorhersage für morgen donnerstag den sechsundzwanzigsten november .,"{'und nun die wettervorhersage für morgen donnerstag den sechsundzwanzigsten november .', '25November_2009_Wednesday_tagesschau-7666'}","(556, 556)","[416, 322]",100.00000000000004,14.285714285714283,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,15.20572450798733,100.0,66.19704961776733,0.9563469886779785,0.2692292332649231
vom atlantik strömt etwas weniger milde luft zu uns .,"{'25November_2009_Wednesday_tagesschau-7668', 'das tief über dem atlantik lenkt von westen etwas mildere luft nach deutschland .'}","(557, 557)","[291, 361]",28.57142857142857,10.510660765630725,0.0,0.0,0.0,0.0,0.0,0.0,31.623931623862493,10.795051611333774,81.70931935310364,67.06424951553345,0.5425631999969482,0.15960539877414703
am freitag wechselhaftes schauerwetter .,"{'25November_2009_Wednesday_tagesschau-7677', 'am freitag regenschauer und gewitter im wechsel .'}","(558, 558)","[558, 46]",37.5,8.591115984887153,23.145502494313785,0.0,0.0,0.0,0.0,0.0,41.91522762944536,10.03798155180206,78.17462086677551,66.41287207603455,0.6096525192260742,0.20455093681812286
im nordwesten sind kurze gewitter möglich .,"{'im nordwesten einzelne gewitter .', '25November_2009_Wednesday_tagesschau-7678'}","(559, 559)","[120, 242]",53.62560368285113,10.000000000000002,29.977623792329556,0.0,0.0,0.0,0.0,0.0,63.247863247849345,10.902255639049976,86.76002025604248,65.57469964027405,0.5847231149673462,0.18776370584964752
morgen bleibt durch diese wetterlage der norden begünstigt mit relativ viel sonne hauptsächlich an der nordsee .,"{'morgen scheint im norden häufig die sonne am häufigsten vor allem an den küsten .', '12April_2010_Monday_heute-7690'}","(560, 560)","[36, 566]",29.17244396809825,9.090909090909093,0.0,0.0,0.0,0.0,0.0,0.0,31.00868725865076,10.03798155174875,78.49724292755127,61.15697622299194,0.4276527166366577,0.16678854823112488
im südwesten ist es zunächst noch freundlich sonst regnet es morgen ab und an .,"{'15October_2009_Thursday_tagesschau-7715', 'sonst ist es zunächst recht freundlich sonst regnet es gebietsweise kräftig .'}","(561, 561)","[341, 400]",51.92005220476034,3.5714285714285716,42.87157212068261,0.0,35.01833430856121,0.0,24.689800508009657,0.0,57.84832451496564,3.736263736235712,79.27964329719543,61.716002225875854,0.5925629138946533,0.26710957288742065
es sorgt nämlich am und ab freitag dafür dass es bei uns stärker schneit .,"{'ab freitag wird es zunehmend schneien .', '06January_2010_Wednesday_tagesschau-7728'}","(562, 562)","[514, 95]",18.223231847084033,15.789473684210527,9.84167002399331,0.0,0.0,0.0,0.0,0.0,29.47821409360765,17.655677655611978,78.67664694786072,67.13389754295349,0.7118927240371704,0.12401098757982254
auch am wochenende schneit es zeitweise .,"{'auch am wochenende fällt gebietsweise schnee .', '06January_2010_Wednesday_tagesschau-7736'}","(563, 563)","[321, 563]",57.14285714285717,7.6923076923076925,43.64357804719849,0.0,33.6478173147995,0.0,0.0,0.0,57.14285714280714,8.582677165291583,83.84088277816772,67.2614574432373,0.7839037775993347,0.248762309551239
es bleibt windig .,"{'06January_2010_Wednesday_tagesschau-7737', 'es bleibt windig .'}","(564, 564)","[564, 444]",100.00000000000004,5.578254003710745,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,10.902255639108146,100.0,63.28098773956299,0.9777525067329407,0.23985114693641663
sehr windiges wetter am dienstag regen schnee und graupelschauer .,"{'04December_2011_Sunday_tagesschau-7791', 'am dienstag regen schnee und graupelschauer .'}","(565, 565)","[87, 183]",65.14390575310559,4.971329537857609,65.14390575310559,0.0,65.14390575310559,0.0,65.14390575310559,0.0,77.66195085627984,5.234239444727041,91.75047278404236,67.71223545074463,0.7592431306838989,0.19305522739887238
im süden regnet oder schneit es länger .,"{'im süden regnet es auch für längere zeit .', '04December_2011_Sunday_tagesschau-7792'}","(566, 566)","[591, 297]",55.55555555555555,11.111111111111109,37.267799624996485,0.0,27.072175360490334,0.0,0.0,0.0,58.42062852532245,12.23203026476393,77.71008014678955,72.85814881324768,0.7053975462913513,0.4699852466583252
und nun die wettervorhersage für morgen samstag den sechsundzwanzigsten januar .,"{'25January_2013_Friday_tagesschau-7811', 'und nun die wettervorhersage für morgen samstag den sechsundzwanzigsten mai .'}","(567, 567)","[213, 157]",90.90909090909088,4.392955283543869,85.28028654224414,0.0,82.70230439802374,0.0,80.70557274927978,0.0,90.9090909090409,5.885225885227509,97.34581112861633,66.47641658782959,0.8436741828918457,0.12207114696502686
und nun die wettervorhersage für morgen montag den vierundzwanzigsten januar zweitausendelf .,"{'23January_2011_Sunday_tagesschau-7823', 'und nun die wettervorhersage für morgen montag den vierundzwanzigsten januar zweiunddreißig grad .'}","(568, 568)","[633, 354]",84.61538461538463,9.090909090909093,79.66275068156918,0.0,77.28038897744274,0.0,75.39221180326287,0.0,87.71974522287258,10.03798155174875,93.4824287891388,65.42192101478577,0.667008101940155,0.260789155960083
liebe zuschauer guten abend .,"{'liebe zuschauer guten abend .', '26May_2010_Wednesday_heute-7863'}","(569, 569)","[520, 505]",100.00000000000004,29.411764705882355,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,17.647058823479416,100.0,69.27008032798767,0.9500744342803955,0.26352208852767944
nordöstlich der elbe morgen örtlich minus ein am oberrhein bis plus acht grad .,"{'an der ostsee heute nacht minus ein am oberrhein bis plus acht grad .', '20February_2010_Saturday_tagesschau-7899'}","(570, 570)","[534, 549]",71.42857142857146,21.42857142857143,66.29935441317961,0.0,63.52994280170822,0.0,61.153805769010226,0.0,71.42857142852144,22.80858676201238,86.43235564231873,70.92185020446777,0.5021907687187195,0.4558830261230469
am ehesten scheint sie noch hier in der osthälfte und auch am alpenrand und dann später auch im südwesten .,"{'15February_2011_Tuesday_heute-7911', 'die sonne zeigt sich bevorzugt im osten und süden sowie an den alpen später auch im südwesten .'}","(571, 571)","[618, 21]",29.82797722714566,6.666666666666667,25.060513474807856,0.0,21.92344268368048,0.0,18.830095106396065,0.0,31.405436668555836,7.435039876449127,81.1497449874878,67.75374412536621,0.6459951400756836,0.3183087110519409
und vor allem im nordwesten kann die sonne rauskommen bei einem frischen nord bis nordostwind .,"{'im westen und nordwesten zeigt sich die sonne auch mal für längere zeit .', '10December_2009_Thursday_heute-7943'}","(572, 572)","[150, 463]",37.15190998929349,10.000000000000002,15.739751171727475,0.0,0.0,0.0,0.0,0.0,33.04093567247908,11.167077483592964,77.79408097267151,67.86661744117737,0.5133897662162781,0.33957669138908386
samstag fällt auch noch schnee .,"{'am samstag fällt immer noch schnee .', '10December_2009_Thursday_heute-7944'}","(573, 573)","[182, 410]",71.42857142857146,4.058155841979373,59.76143046671968,0.0,41.49132666831217,0.0,0.0,0.0,76.0286225401877,6.506912442405105,93.39567422866821,68.49808692932129,0.8470419645309448,0.12837468087673187
teilweise im nordwesten ein bisschen schneeregen .,"{'10December_2009_Thursday_heute-7945', 'im norden und nordwesten scheint die sonne ab und zu mal für längere zeit auch am samstag schneit es zeitweise im norden und westen schneit es zeitweise im nordwesten teilweise regen oder schneeregen .'}","(574, 574)","[551, 505]",14.705882352941176,5.83448879361965,9.440686400617011,0.0,0.0,0.0,0.0,0.0,12.157288067170525,6.201737451700957,72.84349799156189,67.69728064537048,0.4238768219947815,0.18948712944984436
tiefer luftdruck sorgt für regenfälle die teilweise lang anhaltend und ergiebig sind .,"{'tiefer luftdruck bestimmt weiter unser wetter mit schauern und auch mit kräftigem regen .', '13July_2011_Wednesday_tagesschau-7978'}","(575, 575)","[535, 473]",28.57142857142857,9.090909090909093,14.82498633322202,0.0,0.0,0.0,0.0,0.0,29.54867435736067,10.148674854493898,75.27801394462585,67.28938221931458,0.4316858649253845,0.1446639597415924
ja der regen im westen zieht weiter in dieser nacht er wird den osten erreichen wie gesagt anfangs mit schnee auch in den mittelgebirgen .,"{'von westen breitet sich der regen langsam richtung osten aus anfangs fällt auch noch schnee in den mittelgebirgen und im höheren bergland auch schneeregen .', '28January_2013_Monday_heute-7998'}","(576, 576)","[555, 194]",48.00000000000001,21.16204312226535,24.49489742783178,0.0,13.766001254296354,0.0,0.0,0.0,35.99999999995,15.205724508016866,78.12440991401672,65.62277674674988,0.5820516347885132,0.2667787969112396
und nun die wettervorhersage für morgen mittwoch den zwölften januar .,"{'und nun die wettervorhersage für morgen mittwoch den zwölften januar .', '11January_2011_Tuesday_tagesschau-8017'}","(577, 577)","[92, 532]",100.00000000000004,11.372449869611877,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,9.28571428570645,100.0,65.31444787979126,0.9630923271179199,0.11606165766716003
